Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1326,857,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,,Neutral,Somewhat Agree,Agree,Neutral,Agree,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
1327,873,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1328,858,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Agree,Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1329,650,18-29,High School,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,,Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Agree,Strongly Agree,Agree,,Neutral,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Somewhat Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree
1330,1464,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,,Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,,Disagree,Somewhat Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree
1331,619,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,fairness first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral
1332,1473,50-59,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral
1333,2196,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,cps,fairness first,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
1334,2161,50-59,Graduate,Male,,>100000,false,false,false,true,false,,cps,fairness first,Neutral,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1335,1380,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Neutral,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1336,836,60-69,High School,Male,,75000-100000,false,false,false,true,false,,cps,fairness first,Strongly Agree,,Disagree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,,Agree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,,Agree,Somewhat Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
1337,993,18-29,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,cps,fairness first,Disagree,,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree
1338,1087,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,cps,properties first,Somewhat Agree,,Neutral,Disagree,Somewhat Disagree,Strongly Agree,Agree,Neutral,Somewhat Agree,,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Disagree,,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,,Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree
1339,428,40-49,High School,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1340,1562,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree
1341,1293,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,properties first,Disagree,,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1342,1337,18-29,Bachelor,Male,,25000-50000,false,false,false,false,false,Native American,cps,properties first,Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree
1343,1553,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Somewhat Agree,Agree,Agree,Neutral
1344,799,18-29,Bachelor,Female,,75000-100000,false,true,false,false,false,,cps,properties first,Agree,,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,,Agree,Agree,Somewhat Disagree,Disagree,,Somewhat Agree,Agree,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Agree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Agree
1345,2349,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1346,1843,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,properties first,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Neutral,,Neutral,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral
1347,1148,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,,Somewhat Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1348,2457,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,cps,fairness first,Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree
1349,406,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Agree,,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree
