Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2221,471,30-39,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
2222,2073,18-29,High School,Male,,25000-50000,false,false,false,false,true,,ins,properties first,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
2223,943,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree
2224,609,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,ins,fairness first,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree
2225,547,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Agree,Agree,,Neutral,Agree,Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Disagree
2226,658,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2227,2277,18-29,Associate or Diploma,Male,,75000-100000,false,true,false,true,false,,ins,properties first,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree
2228,1029,18-29,High School,Male,,25000-50000,false,false,false,false,true,,ins,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree
2229,2794,30-39,High School,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree
2230,839,50-59,High School,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2231,789,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral
2232,1178,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,ins,properties first,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral
2233,1519,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,ins,fairness first,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral
2234,1260,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,,Strongly Agree,Neutral
2235,620,30-39,High School,Male,,>100000,false,false,false,true,false,,ins,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree
2236,1080,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
2237,1071,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2238,2151,30-39,Graduate,Male,,>100000,false,false,true,false,false,,ins,fairness first,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2239,1524,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,ins,properties first,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral
2240,546,18-29,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree
2241,1359,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree
2242,628,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2243,334,50-59,Bachelor,Male,,50000-75000,false,false,false,false,false,white,ins,fairness first,Somewhat Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree
2244,451,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Neutral,Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Somewhat Disagree,,Neutral,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Neutral
2245,697,50-59,High School,Male,,25000-50000,false,false,true,false,false,,ins,fairness first,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2246,1397,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
2247,1213,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree
