Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race Reliability,Race Relevance,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated Reliability,Hospital Treated Relevance,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission Reliability,Admission Relevance,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges Reliability,Number of Discharges Relevance,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2041,538,30-39,High School,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral
2042,2130,40-49,High School,Female,,<25000,false,false,false,true,false,,hos,properties first,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree
2043,1083,50-59,Associate or Diploma,Male,,<25000,false,false,false,true,false,,hos,fairness first,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree
2044,2240,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree
2045,1910,30-39,Associate or Diploma,Female,,50000-75000,false,false,true,false,false,,hos,fairness first,Neutral,Somewhat Agree,Agree,Strongly Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree
2046,676,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,hos,fairness first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree
2047,282,18-29,Bachelor,Male,,25000-50000,false,false,false,false,false,White,hos,properties first,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
2048,2897,18-29,Bachelor,Female,,<25000,false,false,false,true,false,,hos,properties first,Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree
2049,934,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,hos,fairness first,Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree
2050,377,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree
2051,872,18-29,High School,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
2052,897,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree
2053,1926,18-29,Bachelor,Female,,50000-75000,false,true,false,false,false,,hos,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2054,2874,50-59,High School,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral
1360,1098,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1361,1108,18-29,Bachelor,Female,,<25000,false,false,false,false,true,,hos,properties first,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Agree,Agree,,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,,Neutral,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,,Strongly Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree
1362,1123,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,hos,fairness first,Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree
1363,2876,30-39,Graduate,Male,,>100000,false,false,true,true,false,,hos,fairness first,Agree,,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,,Disagree,Strongly Disagree,Agree,Neutral,Agree,Agree,Disagree,,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1364,2617,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,hos,fairness first,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Agree,,Strongly Agree,Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree
1365,1517,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Agree,,Somewhat Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Disagree,,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
1366,850,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Strongly Agree,,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,,Neutral,Disagree,Somewhat Agree,,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Agree,,Agree,Disagree,Neutral,Somewhat Agree,Disagree,Disagree
1367,762,30-39,High School,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Strongly Agree,Agree,Disagree,Disagree,,Agree,Strongly Agree,,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,,Strongly Agree,Agree,Neutral,Neutral,Agree,Somewhat Disagree,Neutral,,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
1368,1982,30-39,Bachelor,Female,,25000-50000,false,false,false,false,false,NATIVE AMERICAN,hos,properties first,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,,,Neutral,Neutral,Somewhat Agree,Agree,,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral
1369,3306,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,,Disagree,Somewhat Agree,Disagree,Strongly Agree,Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neutral,Neutral,Neutral,,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,,Somewhat Agree,Neutral,Neutral,Agree,Agree,Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree
1370,1834,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree
1371,1027,40-49,Graduate,Male,,<25000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree
1372,2671,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Agree,,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Agree,,Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree
1373,1483,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Somewhat Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,,Neutral,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
